category,crop_id,crop_en,crop_zh,substrate_type,extract_method,source_page,ec_root_zone,ec_fertigation,ph_fertigation,growth_stage,NH4_mmol_l,NO3_mmol_l,P_mmol_l,K_mmol_l,Ca_mmol_l,Mg_mmol_l,S_mmol_l,Cl_mmol_l,Fe_umol_l,Mn_umol_l,Zn_umol_l,B_umol_l,Cu_umol_l,Mo_umol_l,Na_max_mmol_l
fruiting_vegetables,eggplant,Eggplant,茄子,ORGANIC_MATERIAL,1:1.5_volume,45,1.2,2.1,5.3,fruit_set,0.75,16.5,1.25,7.0,3.75,2.75,1.5,0.0,15.0,10.0,5.0,35.0,0.75,0.5,2.0
fruiting_vegetables,eggplant,Eggplant,茄子,ORGANIC_MATERIAL,1:1.5_volume,45,1.2,2.1,5.3,end_season,0.25,15.5,0.75,6.0,3.75,2.75,1.5,0.0,15.0,10.0,5.0,35.0,0.75,0.5,2.0
fruiting_vegetables,eggplant,Eggplant,茄子,SOIL,1:2_volume,46,1.2,1.0,5.3,fertigation,0.9,7.9,0.5,3.5,2.0,1.0,1.0,0.0,5.0,2.0,1.0,10.0,0.3,0.0,3.0
fruiting_vegetables,melon,Melon,甜瓜,INERT_SUBSTRATE,direct,47,3.0,2.2,5.3,fertigation,1.25,16.0,1.25,8.0,4.0,1.4,1.4,0.0,15.0,10.0,5.0,25.0,0.75,0.5,6.0
fruiting_vegetables,melon,Melon,甜瓜,INERT_SUBSTRATE,direct,47,3.0,2.2,5.3,start,0.25,16.0,1.25,7.0,4.5,1.9,1.4,0.0,25.0,10.0,5.0,35.0,0.75,0.5,6.0
fruiting_vegetables,melon,Melon,甜瓜,INERT_SUBSTRATE,direct,47,3.0,2.2,5.3,fruit_set,1.25,16.0,1.25,9.0,3.5,1.4,1.4,0.0,15.0,10.0,5.0,25.0,0.75,0.5,6.0
fruiting_vegetables,melon,Melon,甜瓜,INERT_SUBSTRATE,direct,47,3.0,2.2,5.3,end_season,0.25,16.0,0.25,8.0,4.0,1.4,1.4,0.0,15.0,10.0,5.0,25.0,0.75,0.5,6.0
fruiting_vegetables,melon,Melon,甜瓜,ORGANIC_MATERIAL,1:1.5_volume,48,1.7,2.2,5.3,fertigation,1.0,16.25,1.25,7.5,4.75,1.25,1.5,0.0,15.0,10.0,5.0,25.0,0.75,0.5,2.0
fruiting_vegetables,melon,Melon,甜瓜,ORGANIC_MATERIAL,1:1.5_volume,48,1.7,2.2,5.3,start,0.0,16.25,1.25,6.5,5.25,1.75,1.5,0.0,25.0,10.0,5.0,35.0,0.75,0.5,2.0
fruiting_vegetables,melon,Melon,甜瓜,ORGANIC_MATERIAL,1:1.5_volume,48,1.7,2.2,5.3,fruit_set,1.0,16.25,1.25,8.5,4.25,1.25,1.5,0.0,15.0,10.0,5.0,25.0,0.75,0.5,2.0
fruiting_vegetables,melon,Melon,甜瓜,ORGANIC_MATERIAL,1:1.5_volume,48,1.7,2.2,5.3,end_season,0.0,16.25,0.25,7.5,4.75,1.25,1.5,0.0,15.0,10.0,5.0,25.0,0.75,0.5,2.0
fruiting_vegetables,melon,Melon,甜瓜,SOIL,1:2_volume,49,1.0,1.0,5.3,fertigation,0.8,7.3,0.5,4.0,1.5,1.0,1.0,0.0,5.0,2.0,1.0,10.0,0.3,0.0,3.0
fruiting_vegetables,sweet_pepper,Sweet Pepper,甜椒,INERT_SUBSTRATE,direct,50,3.0,2.2,5.3,fertigation,1.0,16.0,1.25,6.75,5.0,1.5,1.75,0.0,15.0,10.0,5.0,30.0,1.0,0.5,6.0
fruiting_vegetables,sweet_pepper,Sweet Pepper,甜椒,INERT_SUBSTRATE,direct,50,3.0,2.2,5.3,start,0.5,16.0,1.25,5.75,5.5,1.75,1.75,0.0,25.0,10.0,5.0,40.0,1.0,0.5,6.0
fruiting_vegetables,sweet_pepper,Sweet Pepper,甜椒,INERT_SUBSTRATE,direct,50,3.0,2.2,5.3,fruit_set,1.0,17.0,1.25,7.75,5.0,1.5,1.75,0.0,15.0,10.0,5.0,30.0,1.0,0.5,6.0
fruiting_vegetables,sweet_pepper,Sweet Pepper,甜椒,INERT_SUBSTRATE,direct,50,3.0,2.2,5.3,end_season,0.0,16.0,0.25,6.75,5.0,1.5,1.75,0.0,15.0,10.0,5.0,30.0,1.0,0.5,6.0
fruiting_vegetables,sweet_pepper,Sweet Pepper,甜椒,ORGANIC_MATERIAL,1:1.5_volume,51,1.4,2.1,5.3,fertigation,1.05,16.0,1.25,6.2,5.25,1.5,1.75,0.0,30.0,10.0,5.0,30.0,1.0,0.5,2.0
fruiting_vegetables,sweet_pepper,Sweet Pepper,甜椒,ORGANIC_MATERIAL,1:1.5_volume,51,1.4,2.1,5.3,start,0.55,16.0,1.25,5.2,5.75,1.75,1.75,0.0,40.0,10.0,5.0,40.0,1.0,0.5,2.0
fruiting_vegetables,sweet_pepper,Sweet Pepper,甜椒,ORGANIC_MATERIAL,1:1.5_volume,51,1.4,2.1,5.3,fruit_set,1.05,17.0,1.25,7.2,5.25,1.5,1.75,0.0,30.0,10.0,5.0,30.0,1.0,0.5,2.0
fruiting_vegetables,sweet_pepper,Sweet Pepper,甜椒,ORGANIC_MATERIAL,1:1.5_volume,51,1.4,2.1,5.3,end_season,0.05,16.0,0.25,6.2,5.25,1.5,1.75,0.0,30.0,10.0,5.0,30.0,1.0,0.5,2.0
fruiting_vegetables,sweet_pepper,Sweet Pepper,甜椒,SOIL,1:2_volume,52,1.1,1.1,5.3,fertigation,0.9,8.4,0.5,4.0,2.0,1.0,1.0,0.0,5.0,2.0,1.0,10.0,0.3,0.0,3.0
fruiting_vegetables,tomato,Tomato,番茄,INERT_SUBSTRATE,direct,53,4.0,2.6,5.3,fertigation,1.2,15.0,1.5,9.5,5.4,2.4,4.4,1.0,15.0,10.0,5.0,30.0,0.75,0.5,8.0
fruiting_vegetables,tomato,Tomato,番茄,INERT_SUBSTRATE,direct,53,4.0,2.6,5.3,start,0.2,15.0,1.5,8.5,5.9,2.9,4.4,1.0,25.0,10.0,5.0,40.0,0.75,0.5,8.0
fruiting_vegetables,tomato,Tomato,番茄,INERT_SUBSTRATE,direct,53,4.0,2.6,5.3,fruit_set,1.2,15.0,1.5,11.0,4.9,2.15,4.4,1.0,15.0,10.0,5.0,30.0,0.75,0.5,8.0
fruiting_vegetables,tomato,Tomato,番茄,INERT_SUBSTRATE,direct,53,4.0,2.6,5.3,end_season,0.2,15.0,0.5,9.5,5.4,2.4,4.4,1.0,15.0,10.0,5.0,30.0,0.75,0.5,8.0
fruiting_vegetables,tomato,Tomato,番茄,ORGANIC_MATERIAL,1:1.5_volume,54,1.5,2.6,5.3,fertigation,1.0,14.8,1.5,9.3,5.5,2.4,4.4,1.0,30.0,10.0,5.0,30.0,0.75,0.5,2.0
fruiting_vegetables,tomato,Tomato,番茄,ORGANIC_MATERIAL,1:1.5_volume,54,1.5,2.6,5.3,start,0.0,14.8,1.5,8.3,6.0,2.9,4.4,1.0,40.0,10.0,5.0,40.0,0.75,0.5,2.0
fruiting_vegetables,tomato,Tomato,番茄,ORGANIC_MATERIAL,1:1.5_volume,54,1.5,2.6,5.3,fruit_set,1.0,14.8,1.5,10.8,5.0,2.15,4.4,1.0,30.0,10.0,5.0,30.0,0.75,0.5,2.0
fruiting_vegetables,tomato,Tomato,番茄,ORGANIC_MATERIAL,1:1.5_volume,54,1.5,2.6,5.3,end_season,0.0,14.8,0.5,9.3,5.5,2.4,4.4,1.0,30.0,10.0,5.0,30.0,0.75,0.5,2.0
fruiting_vegetables,tomato,Tomato,番茄,SOIL,1:2_volume,55,1.4,1.3,5.3,fertigation,0.9,9.4,0.5,5.0,2.0,1.5,1.5,0.0,5.0,2.0,1.0,10.0,0.3,0.0,8.0
soft_fruits,blueberry,Blueberry,蓝莓,ORGANIC_MATERIAL,1:1.5_volume,57,0.7,1.3,5.3,fertigation,1.0,8.5,1.1,2.6,3.0,1.1,1.0,0.0,18.0,7.5,4.0,20.0,1.0,0.5,2.0
soft_fruits,blueberry,Blueberry,蓝莓,ORGANIC_MATERIAL,1:1.5_volume,57,0.7,1.3,5.3,fruit_set,1.0,8.5,0.9,4.0,2.2,1.2,1.1,0.0,18.0,7.5,4.0,20.0,1.0,0.5,2.0
soft_fruits,raspberry,Raspberry,覆盆子,ORGANIC_MATERIAL,1:1.5_volume,58,1.0,2.0,5.3,fertigation,0.9,13.5,1.25,5.35,4.5,1.75,2.0,0.0,20.0,10.0,5.0,10.0,0.75,0.5,4.0
soft_fruits,raspberry,Raspberry,覆盆子,ORGANIC_MATERIAL,1:1.5_volume,58,1.0,2.0,5.3,fruit_set,0.9,13.0,1.25,5.85,4.0,1.75,2.0,0.0,20.0,10.0,5.0,10.0,0.75,0.5,4.0
soft_fruits,strawberry,Strawberry,草莓,INERT_SUBSTRATE,direct,59,2.0,1.6,5.3,fertigation,1.0,12.0,1.0,4.8,3.6,1.5,1.5,0.0,30.0,10.0,7.0,10.0,0.75,0.5,4.0
soft_fruits,strawberry,Strawberry,草莓,INERT_SUBSTRATE,direct,59,2.0,1.6,5.3,start,1.0,13.75,1.25,4.8,4.6,1.5,1.5,0.0,40.0,15.0,7.0,20.0,0.75,0.5,4.0
soft_fruits,strawberry,Strawberry,草莓,INERT_SUBSTRATE,direct,59,2.0,1.6,5.3,fruit_set,0.5,13.5,1.0,6.8,3.6,1.5,1.5,0.0,30.0,10.0,7.0,10.0,0.75,0.5,4.0
soft_fruits,strawberry,Strawberry,草莓,ORGANIC_MATERIAL,1:1.5_volume,60,1.0,1.6,5.3,fertigation,0.75,11.75,1.0,4.5,3.75,1.5,1.5,0.0,30.0,10.0,7.0,10.0,0.75,0.5,1.5
soft_fruits,strawberry,Strawberry,草莓,ORGANIC_MATERIAL,1:1.5_volume,60,1.0,1.6,5.3,start,0.75,13.5,1.25,4.5,4.75,1.5,1.5,0.0,40.0,15.0,7.0,20.0,0.75,0.5,1.5
soft_fruits,strawberry,Strawberry,草莓,ORGANIC_MATERIAL,1:1.5_volume,60,1.0,1.6,5.3,fruit_set,0.25,13.25,1.0,6.5,3.75,1.5,1.5,0.0,30.0,10.0,7.0,10.0,0.75,0.5,1.5
soft_fruits,strawberry,Strawberry,草莓,SOIL,1:2_volume,61,0.8,1.0,5.7,fertigation,0.8,7.3,0.5,3.0,2.0,1.0,1.0,0.0,5.0,2.0,1.0,10.0,0.3,0.0,1.5
leafy_vegetables,herbs,Herbs,香草类,INERT_SUBSTRATE,direct,64,3.0,2.4,5.3,fertigation,1.25,16.75,1.25,6.75,4.5,3.0,2.5,0.0,25.0,10.0,5.0,35.0,1.0,0.5,4.0
leafy_vegetables,herbs,Herbs,香草类,ORGANIC_MATERIAL,1:1.5_volume,65,0.8,1.7,5.3,fertigation,1.2,12.1,1.1,6.1,3.3,0.85,1.2,0.0,20.0,5.0,3.0,10.0,0.5,0.5,2.0
leafy_vegetables,lettuce,Lettuce,生菜,INERT_SUBSTRATE,direct,66,2.5,2.2,5.3,fertigation,1.0,16.0,1.5,9.5,4.5,1.0,2.0,0.0,40.0,7.0,7.0,40.0,1.0,1.0,6.0
leafy_vegetables,lettuce,Lettuce,生菜,SOIL,1:2_volume,67,1.0,1.2,6.0,fertigation,0.1,5.0,0.1,3.0,3.25,1.0,3.5,2.0,5.0,0.5,0.5,10.0,0.3,0.2,2.0
leafy_vegetables,microgreens,Microgreens,芽苗菜,INERT_SUBSTRATE,direct,68,2.5,2.0,5.3,fertigation,0.85,14.5,1.25,5.4,4.25,2.75,2.25,0.0,35.0,10.0,5.0,35.0,1.0,1.0,4.0
cut_flowers,alstroemeria,Alstroemeria,六出花,INERT_SUBSTRATE,direct,70,2.8,3.0,5.3,fertigation,1.5,20.75,1.75,10.0,7.5,2.0,4.0,0.0,50.0,7.0,3.0,30.0,1.0,0.7,2.5
cut_flowers,alstroemeria,Alstroemeria,六出花,INERT_SUBSTRATE,direct,70,2.8,3.0,5.3,start,1.0,20.75,1.75,9.0,8.0,2.25,4.0,0.0,60.03,7.0,3.0,39.99,1.0,0.7,2.5
cut_flowers,alstroemeria,Alstroemeria,六出花,ORGANIC_MATERIAL,1:1.5_volume,71,1.0,3.0,5.3,fertigation,1.5,20.75,1.75,10.0,7.5,2.0,4.0,0.0,50.0,7.0,3.0,30.0,1.0,0.7,2.0
cut_flowers,alstroemeria,Alstroemeria,六出花,ORGANIC_MATERIAL,1:1.5_volume,71,1.0,3.0,5.3,start,1.0,20.75,1.75,9.0,8.0,2.25,4.0,0.0,60.03,7.0,3.0,39.99,1.0,0.7,2.0
cut_flowers,alstroemeria,Alstroemeria,六出花,SOIL,1:2_volume,72,1.0,1.0,5.3,fertigation,0.9,8.0,0.5,4.0,2.0,1.0,1.2,0.0,5.0,2.0,1.0,10.0,0.3,0.0,3.0
cut_flowers,carnation,Carnation,康乃馨,ORGANIC_MATERIAL,1:1.5_volume,76,1.3,1.8,5.3,fertigation,1.0,13.0,1.25,6.25,3.75,1.0,1.25,0.0,25.0,10.0,4.0,30.0,0.75,0.5,1.7
cut_flowers,carnation,Carnation,康乃馨,SOIL,1:2_volume,77,2.2,1.2,5.3,fertigation,0.9,8.4,0.5,4.0,2.0,1.0,1.0,0.0,5.0,2.0,2.0,10.0,0.3,0.0,3.0
cut_flowers,chrysanthemum,Chrysanthemum,菊花,SOIL,1:2_volume,78,0.8,1.2,5.3,fertigation,0.4,7.9,0.5,4.0,2.0,1.0,1.0,0.0,5.0,2.0,1.0,10.0,0.3,0.0,2.0
cut_flowers,chrysanthemum,Chrysanthemum,菊花,SOIL,1:2_volume,78,0.8,1.2,5.3,start,0.0,7.9,0.5,3.0,2.5,1.21,1.0,0.0,15.03,2.0,1.0,19.99,0.3,0.0,2.0
cut_flowers,gerbera,Gerbera,非洲菊,INERT_SUBSTRATE,direct,79,2.0,1.6,5.3,fertigation,1.5,10.25,1.25,5.5,3.0,1.0,1.25,1.0,35.0,5.0,4.0,30.0,0.75,0.5,6.0
cut_flowers,gerbera,Gerbera,非洲菊,INERT_SUBSTRATE,direct,79,2.0,1.6,5.3,start,1.0,10.25,1.25,4.5,3.5,1.25,1.25,1.0,45.0,5.0,4.0,40.0,0.75,0.5,6.0
cut_flowers,gerbera,Gerbera,非洲菊,INERT_SUBSTRATE,direct,79,2.0,1.6,5.3,flowering,1.5,11.25,1.25,6.5,3.0,1.0,1.25,1.0,35.0,5.0,4.0,30.0,0.75,0.5,6.0
cut_flowers,gerbera,Gerbera,非洲菊,ORGANIC_MATERIAL,1:1.5_volume,80,0.8,1.6,5.3,fertigation,0.75,10.0,1.25,5.0,3.25,1.25,1.5,0.5,35.0,5.0,4.0,30.0,0.75,0.5,2.0
cut_flowers,gerbera,Gerbera,非洲菊,ORGANIC_MATERIAL,1:1.5_volume,80,0.8,1.6,5.3,start,0.25,10.0,1.25,4.0,3.75,1.5,1.5,0.5,45.0,5.0,4.0,40.0,0.75,0.5,2.0
cut_flowers,gerbera,Gerbera,非洲菊,ORGANIC_MATERIAL,1:1.5_volume,80,0.8,1.6,5.3,flowering,0.75,11.0,1.25,6.0,3.25,1.25,1.5,0.5,35.0,5.0,4.0,30.0,0.75,0.5,2.0
cut_flowers,gerbera,Gerbera,非洲菊,SOIL,1:2_volume,81,1.0,1.2,5.3,fertigation,0.9,7.9,0.5,3.5,2.0,1.1,1.1,0.0,5.0,2.0,2.0,10.0,0.3,0.0,3.0
cut_flowers,rose,Rose,月季,INERT_SUBSTRATE,direct,82,2.2,1.6,5.3,fertigation,0.7,10.75,1.25,4.5,3.4,1.6,1.6,0.0,35.0,7.0,3.5,35.0,1.1,1.0,6.0
cut_flowers,rose,Rose,月季,INERT_SUBSTRATE,direct,82,2.2,1.6,5.3,start,0.7,10.75,1.25,3.5,3.9,1.6,1.6,0.0,45.0,7.0,3.5,45.0,1.1,1.0,6.0
cut_flowers,rose,Rose,月季,INERT_SUBSTRATE,direct,82,2.2,1.6,5.3,flowering,0.7,11.75,1.25,5.5,3.4,1.6,1.6,0.0,35.0,7.0,3.5,35.0,1.1,1.0,6.0
cut_flowers,rose,Rose,月季,INERT_SUBSTRATE,direct,82,2.2,1.6,5.3,winter,0.2,10.25,1.25,4.5,3.4,1.6,1.6,0.0,35.0,7.0,3.5,35.0,1.1,1.0,6.0
cut_flowers,rose,Rose,月季,ORGANIC_MATERIAL,1:1.5_volume,83,1.0,1.6,5.3,fertigation,0.75,11.25,1.25,4.25,3.75,1.75,1.75,0.0,35.0,7.0,3.5,35.0,1.1,1.0,2.0
cut_flowers,rose,Rose,月季,ORGANIC_MATERIAL,1:1.5_volume,83,1.0,1.6,5.3,start,0.75,11.25,1.25,3.25,4.25,1.75,1.75,0.0,45.0,7.0,3.5,45.0,1.1,1.0,2.0
cut_flowers,rose,Rose,月季,ORGANIC_MATERIAL,1:1.5_volume,83,1.0,1.6,5.3,flowering,0.75,12.25,1.25,5.25,3.75,1.75,1.75,0.0,35.0,7.0,3.5,35.0,1.1,1.0,2.0
cut_flowers,rose,Rose,月季,ORGANIC_MATERIAL,1:1.5_volume,83,1.0,1.6,5.3,winter,0.25,10.75,1.25,4.25,3.75,1.75,1.75,0.0,35.0,7.0,3.5,35.0,1.1,1.0,2.0
cut_flowers,rose,Rose,月季,SOIL,1:2_volume,84,1.0,1.2,5.3,fertigation,0.9,7.9,0.5,3.5,2.0,1.1,1.1,0.0,5.0,2.0,2.0,10.0,0.3,0.0,3.0
cut_flowers,zantedeschia,Zantedeschia,马蹄莲,ORGANIC_MATERIAL,1:1.5_volume,85,0.9,0.7,5.3,fertigation,0.1,3.5,0.5,2.5,1.0,0.5,1.4,2.5,8.0,2.0,2.0,15.0,0.7,0.3,2.5
cut_flowers,zantedeschia,Zantedeschia,马蹄莲,SOIL,1:2_volume,87,0.9,1.0,5.3,fertigation,0.9,7.3,0.5,3.5,1.8,1.0,1.1,0.0,5.0,1.0,0.5,10.0,0.3,0.0,3.0
potted_plants,anthurium,Anthurium,红掌,INERT_SUBSTRATE,direct,73,1.0,0.9,5.3,fertigation,0.3,6.4,0.8,3.9,1.3,1.0,0.8,0.0,15.0,0.0,3.0,30.0,0.75,0.5,2.0
potted_plants,anthurium,Anthurium,红掌,INERT_SUBSTRATE,direct,73,1.0,0.9,5.3,start,0.01,5.61,0.8,4.46,0.8,1.0,0.8,0.0,20.01,0.0,3.0,84.0,0.75,0.5,2.0
potted_plants,anthurium,Anthurium,红掌,ORGANIC_MATERIAL,1:1.5_volume,74,1.0,0.8,5.3,fertigation,0.8,4.5,0.7,3.0,1.0,0.7,1.0,0.0,15.0,0.0,3.0,20.0,0.5,0.5,2.0
potted_plants,bedding_plants,Bedding Plants,花坛植物,ORGANIC_MATERIAL,1:1.5_volume,89,0.6,0.6,5.3,fertigation,0.1,2.0,0.5,1.3,0.9,0.5,1.0,4.0,8.0,2.0,2.0,15.0,0.7,0.3,2.5
potted_plants,poinsettia,Poinsettia,一品红,ORGANIC_MATERIAL,1:1.5_volume,90,0.7,1.8,5.3,fertigation,1.75,11.75,1.0,3.5,3.75,1.0,1.0,0.0,15.0,5.0,3.0,10.0,0.5,0.5,2.5
potted_plants,flowering_plants,Flowering Plants,观花盆栽,ORGANIC_MATERIAL,1:1.5_volume,91,1.0,0.8,5.3,fertigation,0.1,3.5,0.5,2.5,1.0,0.5,1.4,3.5,8.0,2.0,2.0,15.0,0.7,0.3,3.5
potted_plants,foliage_plants,Foliage Plants,观叶盆栽,ORGANIC_MATERIAL,1:1.5_volume,92,0.0,1.2,5.3,fertigation,0.1,7.5,0.5,4.0,2.0,0.7,1.5,2.5,10.0,2.0,2.0,10.0,0.7,0.3,
potted_plants,phalaenopsis,Phalaenopsis,蝴蝶兰,INERT_SUBSTRATE,direct,93,1.2,1.1,5.5,fertigation,0.4,6.0,1.0,4.6,1.7,1.2,1.9,0.0,5.0,15.0,4.0,15.0,0.5,0.5,
potted_plants,orchids_other,Orchids (other),其他兰花,ORGANIC_MATERIAL,1:1.5_volume,94,0.7,1.1,5.3,fertigation,0.8,7.1,1.0,3.7,2.0,0.5,0.7,0.0,15.0,5.0,3.0,10.0,0.5,0.5,2.0
potted_plants,orchids_other,Orchids (other),其他兰花,ORGANIC_MATERIAL,1:1.5_volume,94,0.7,1.1,5.3,flowering,0.6,6.1,1.0,4.4,1.7,0.7,1.05,0.0,15.0,5.0,3.0,10.0,0.5,0.5,2.0
